Time_Index,NG,nuclear,NGCCS,nuclear_fusion,None
2573,6.469,0.66,7.42408,0,0
2574,6.469,0.66,7.42408,0,0
2575,6.469,0.66,7.42408,0,0
2576,6.469,0.66,7.42408,0,0
2577,6.469,0.66,7.42408,0,0
2578,6.469,0.66,7.42408,0,0
2579,6.469,0.66,7.42408,0,0
2580,6.469,0.66,7.42408,0,0
2581,6.469,0.66,7.42408,0,0
2582,6.469,0.66,7.42408,0,0
2583,6.469,0.66,7.42408,0,0
2584,6.469,0.66,7.42408,0,0
2585,6.469,0.66,7.42408,0,0
2586,6.469,0.66,7.42408,0,0
2587,6.469,0.66,7.42408,0,0
2588,6.469,0.66,7.42408,0,0
2589,6.469,0.66,7.42408,0,0
2590,6.469,0.66,7.42408,0,0
2591,6.469,0.66,7.42408,0,0
2592,6.469,0.66,7.42408,0,0
2593,6.469,0.66,7.42408,0,0
2594,6.469,0.66,7.42408,0,0
2595,6.469,0.66,7.42408,0,0
2596,6.469,0.66,7.42408,0,0
2597,6.469,0.66,7.42408,0,0
2598,6.469,0.66,7.42408,0,0
2599,6.469,0.66,7.42408,0,0
2600,6.469,0.66,7.42408,0,0
2601,6.469,0.66,7.42408,0,0
2602,6.469,0.66,7.42408,0,0
2603,6.469,0.66,7.42408,0,0
2604,6.469,0.66,7.42408,0,0
2605,6.469,0.66,7.42408,0,0
2606,6.469,0.66,7.42408,0,0
2607,6.469,0.66,7.42408,0,0
2608,6.469,0.66,7.42408,0,0
2609,6.469,0.66,7.42408,0,0
2610,6.469,0.66,7.42408,0,0
2611,6.469,0.66,7.42408,0,0
2612,6.469,0.66,7.42408,0,0
2613,6.469,0.66,7.42408,0,0
2614,6.469,0.66,7.42408,0,0
2615,6.469,0.66,7.42408,0,0
2616,6.469,0.66,7.42408,0,0
2617,6.469,0.66,7.42408,0,0
2618,6.469,0.66,7.42408,0,0
2619,6.469,0.66,7.42408,0,0
2620,6.469,0.66,7.42408,0,0
2621,6.469,0.66,7.42408,0,0
2622,6.469,0.66,7.42408,0,0
2623,6.469,0.66,7.42408,0,0
2624,6.469,0.66,7.42408,0,0
2625,6.469,0.66,7.42408,0,0
2626,6.469,0.66,7.42408,0,0
2627,6.469,0.66,7.42408,0,0
2628,6.469,0.66,7.42408,0,0
2629,6.469,0.66,7.42408,0,0
2630,6.469,0.66,7.42408,0,0
2631,6.469,0.66,7.42408,0,0
2632,6.469,0.66,7.42408,0,0
2633,6.469,0.66,7.42408,0,0
2634,6.469,0.66,7.42408,0,0
2635,6.469,0.66,7.42408,0,0
2636,6.469,0.66,7.42408,0,0
2637,6.469,0.66,7.42408,0,0
2638,6.469,0.66,7.42408,0,0
2639,6.469,0.66,7.42408,0,0
2640,6.469,0.66,7.42408,0,0
2641,6.469,0.66,7.42408,0,0
2642,6.469,0.66,7.42408,0,0
2643,6.469,0.66,7.42408,0,0
2644,6.469,0.66,7.42408,0,0
2645,6.469,0.66,7.42408,0,0
2646,6.469,0.66,7.42408,0,0
2647,6.469,0.66,7.42408,0,0
2648,6.469,0.66,7.42408,0,0
2649,6.469,0.66,7.42408,0,0
2650,6.469,0.66,7.42408,0,0
2651,6.469,0.66,7.42408,0,0
2652,6.469,0.66,7.42408,0,0
2653,6.469,0.66,7.42408,0,0
2654,6.469,0.66,7.42408,0,0
2655,6.469,0.66,7.42408,0,0
2656,6.469,0.66,7.42408,0,0
2657,6.469,0.66,7.42408,0,0
2658,6.469,0.66,7.42408,0,0
2659,6.469,0.66,7.42408,0,0
2660,6.469,0.66,7.42408,0,0
2661,6.469,0.66,7.42408,0,0
2662,6.469,0.66,7.42408,0,0
2663,6.469,0.66,7.42408,0,0
2664,6.469,0.66,7.42408,0,0
2665,6.469,0.66,7.42408,0,0
2666,6.469,0.66,7.42408,0,0
2667,6.469,0.66,7.42408,0,0
2668,6.469,0.66,7.42408,0,0
2669,6.469,0.66,7.42408,0,0
2670,6.469,0.66,7.42408,0,0
2671,6.469,0.66,7.42408,0,0
2672,6.469,0.66,7.42408,0,0
2673,6.469,0.66,7.42408,0,0
2674,6.469,0.66,7.42408,0,0
2675,6.469,0.66,7.42408,0,0
2676,6.469,0.66,7.42408,0,0
2677,6.469,0.66,7.42408,0,0
2678,6.469,0.66,7.42408,0,0
2679,6.469,0.66,7.42408,0,0
2680,6.469,0.66,7.42408,0,0
2681,6.469,0.66,7.42408,0,0
2682,6.469,0.66,7.42408,0,0
2683,6.469,0.66,7.42408,0,0
2684,6.469,0.66,7.42408,0,0
2685,6.469,0.66,7.42408,0,0
2686,6.469,0.66,7.42408,0,0
2687,6.469,0.66,7.42408,0,0
2688,6.469,0.66,7.42408,0,0
2689,6.469,0.66,7.42408,0,0
2690,6.469,0.66,7.42408,0,0
2691,6.469,0.66,7.42408,0,0
2692,6.469,0.66,7.42408,0,0
2693,6.469,0.66,7.42408,0,0
2694,6.469,0.66,7.42408,0,0
2695,6.469,0.66,7.42408,0,0
2696,6.469,0.66,7.42408,0,0
2697,6.469,0.66,7.42408,0,0
2698,6.469,0.66,7.42408,0,0
2699,6.469,0.66,7.42408,0,0
2700,6.469,0.66,7.42408,0,0
2701,6.469,0.66,7.42408,0,0
2702,6.469,0.66,7.42408,0,0
2703,6.469,0.66,7.42408,0,0
2704,6.469,0.66,7.42408,0,0
2705,6.469,0.66,7.42408,0,0
2706,6.469,0.66,7.42408,0,0
2707,6.469,0.66,7.42408,0,0
2708,6.469,0.66,7.42408,0,0
2709,6.469,0.66,7.42408,0,0
2710,6.469,0.66,7.42408,0,0
2711,6.469,0.66,7.42408,0,0
2712,6.469,0.66,7.42408,0,0
2713,6.469,0.66,7.42408,0,0
2714,6.469,0.66,7.42408,0,0
2715,6.469,0.66,7.42408,0,0
2716,6.469,0.66,7.42408,0,0
2717,6.469,0.66,7.42408,0,0
2718,6.469,0.66,7.42408,0,0
2719,6.469,0.66,7.42408,0,0
2720,6.469,0.66,7.42408,0,0
2721,6.469,0.66,7.42408,0,0
2722,6.469,0.66,7.42408,0,0
2723,6.469,0.66,7.42408,0,0
2724,6.469,0.66,7.42408,0,0
2725,6.469,0.66,7.42408,0,0
2726,6.469,0.66,7.42408,0,0
2727,6.469,0.66,7.42408,0,0
2728,6.469,0.66,7.42408,0,0
2729,6.469,0.66,7.42408,0,0
2730,6.469,0.66,7.42408,0,0
2731,6.469,0.66,7.42408,0,0
2732,6.469,0.66,7.42408,0,0
2733,6.469,0.66,7.42408,0,0
2734,6.469,0.66,7.42408,0,0
2735,6.469,0.66,7.42408,0,0
2736,6.469,0.66,7.42408,0,0
2737,6.469,0.66,7.42408,0,0
2738,6.469,0.66,7.42408,0,0
2739,6.469,0.66,7.42408,0,0
2740,6.469,0.66,7.42408,0,0
2741,6.469,0.66,7.42408,0,0
2742,6.469,0.66,7.42408,0,0
2743,6.469,0.66,7.42408,0,0
2744,6.469,0.66,7.42408,0,0
2745,6.469,0.66,7.42408,0,0
2746,6.469,0.66,7.42408,0,0
2747,6.469,0.66,7.42408,0,0
2748,6.469,0.66,7.42408,0,0
2749,6.469,0.66,7.42408,0,0
2750,6.469,0.66,7.42408,0,0
2751,6.469,0.66,7.42408,0,0
2752,6.469,0.66,7.42408,0,0
2753,6.469,0.66,7.42408,0,0
2754,6.469,0.66,7.42408,0,0
2755,6.469,0.66,7.42408,0,0
2756,6.469,0.66,7.42408,0,0
2757,6.469,0.66,7.42408,0,0
2758,6.469,0.66,7.42408,0,0
2759,6.469,0.66,7.42408,0,0
2760,6.469,0.66,7.42408,0,0
2761,6.469,0.66,7.42408,0,0
2762,6.469,0.66,7.42408,0,0
2763,6.469,0.66,7.42408,0,0
2764,6.469,0.66,7.42408,0,0
2765,6.469,0.66,7.42408,0,0
2766,6.469,0.66,7.42408,0,0
2767,6.469,0.66,7.42408,0,0
2768,6.469,0.66,7.42408,0,0
2769,6.469,0.66,7.42408,0,0
2770,6.469,0.66,7.42408,0,0
2771,6.469,0.66,7.42408,0,0
2772,6.469,0.66,7.42408,0,0
2773,6.469,0.66,7.42408,0,0
2774,6.469,0.66,7.42408,0,0
2775,6.469,0.66,7.42408,0,0
2776,6.469,0.66,7.42408,0,0
2777,6.469,0.66,7.42408,0,0
2778,6.469,0.66,7.42408,0,0
2779,6.469,0.66,7.42408,0,0
2780,6.469,0.66,7.42408,0,0
2781,6.469,0.66,7.42408,0,0
2782,6.469,0.66,7.42408,0,0
2783,6.469,0.66,7.42408,0,0
2784,6.469,0.66,7.42408,0,0
2785,6.469,0.66,7.42408,0,0
2786,6.469,0.66,7.42408,0,0
2787,6.469,0.66,7.42408,0,0
2788,6.469,0.66,7.42408,0,0
2789,6.469,0.66,7.42408,0,0
2790,6.469,0.66,7.42408,0,0
2791,6.469,0.66,7.42408,0,0
2792,6.469,0.66,7.42408,0,0
2793,6.469,0.66,7.42408,0,0
2794,6.469,0.66,7.42408,0,0
2795,6.469,0.66,7.42408,0,0
2796,6.469,0.66,7.42408,0,0
2797,6.469,0.66,7.42408,0,0
2798,6.469,0.66,7.42408,0,0
2799,6.469,0.66,7.42408,0,0
2800,6.469,0.66,7.42408,0,0
2801,6.469,0.66,7.42408,0,0
2802,6.469,0.66,7.42408,0,0
2803,6.469,0.66,7.42408,0,0
2804,6.469,0.66,7.42408,0,0
2805,6.469,0.66,7.42408,0,0
2806,6.469,0.66,7.42408,0,0
2807,6.469,0.66,7.42408,0,0
2808,6.469,0.66,7.42408,0,0
2809,6.469,0.66,7.42408,0,0
2810,6.469,0.66,7.42408,0,0
2811,6.469,0.66,7.42408,0,0
2812,6.469,0.66,7.42408,0,0
2813,6.469,0.66,7.42408,0,0
2814,6.469,0.66,7.42408,0,0
2815,6.469,0.66,7.42408,0,0
2816,6.469,0.66,7.42408,0,0
2817,6.469,0.66,7.42408,0,0
2818,6.469,0.66,7.42408,0,0
2819,6.469,0.66,7.42408,0,0
2820,6.469,0.66,7.42408,0,0
2821,6.469,0.66,7.42408,0,0
2822,6.469,0.66,7.42408,0,0
2823,6.469,0.66,7.42408,0,0
2824,6.469,0.66,7.42408,0,0
2825,6.469,0.66,7.42408,0,0
2826,6.469,0.66,7.42408,0,0
2827,6.469,0.66,7.42408,0,0
2828,6.469,0.66,7.42408,0,0
2829,6.469,0.66,7.42408,0,0
2830,6.469,0.66,7.42408,0,0
2831,6.469,0.66,7.42408,0,0
2832,6.469,0.66,7.42408,0,0
2833,6.469,0.66,7.42408,0,0
2834,6.469,0.66,7.42408,0,0
2835,6.469,0.66,7.42408,0,0
2836,6.469,0.66,7.42408,0,0
2837,6.469,0.66,7.42408,0,0
2838,6.469,0.66,7.42408,0,0
2839,6.469,0.66,7.42408,0,0
2840,6.469,0.66,7.42408,0,0
2841,6.469,0.66,7.42408,0,0
2842,6.469,0.66,7.42408,0,0
2843,6.469,0.66,7.42408,0,0
2844,6.469,0.66,7.42408,0,0
2845,6.469,0.66,7.42408,0,0
2846,6.469,0.66,7.42408,0,0
2847,6.469,0.66,7.42408,0,0
2848,6.469,0.66,7.42408,0,0
2849,6.469,0.66,7.42408,0,0
2850,6.469,0.66,7.42408,0,0
2851,6.469,0.66,7.42408,0,0
2852,6.469,0.66,7.42408,0,0
2853,6.469,0.66,7.42408,0,0
2854,6.469,0.66,7.42408,0,0
2855,6.469,0.66,7.42408,0,0
2856,6.469,0.66,7.42408,0,0
2857,6.469,0.66,7.42408,0,0
2858,6.469,0.66,7.42408,0,0
2859,6.469,0.66,7.42408,0,0
2860,6.469,0.66,7.42408,0,0
2861,6.469,0.66,7.42408,0,0
2862,6.469,0.66,7.42408,0,0
2863,6.469,0.66,7.42408,0,0
2864,6.469,0.66,7.42408,0,0
2865,6.469,0.66,7.42408,0,0
2866,6.469,0.66,7.42408,0,0
2867,6.469,0.66,7.42408,0,0
2868,6.469,0.66,7.42408,0,0
2869,6.469,0.66,7.42408,0,0
2870,6.469,0.66,7.42408,0,0
2871,6.469,0.66,7.42408,0,0
2872,6.469,0.66,7.42408,0,0
2873,6.469,0.66,7.42408,0,0
2874,6.469,0.66,7.42408,0,0
2875,6.469,0.66,7.42408,0,0
2876,6.469,0.66,7.42408,0,0
2877,6.469,0.66,7.42408,0,0
2878,6.469,0.66,7.42408,0,0
2879,6.469,0.66,7.42408,0,0
2880,6.469,0.66,7.42408,0,0
2881,6.408,0.66,7.36308,0,0
2882,6.408,0.66,7.36308,0,0
2883,6.408,0.66,7.36308,0,0
2884,6.408,0.66,7.36308,0,0
2885,6.408,0.66,7.36308,0,0
2886,6.408,0.66,7.36308,0,0
2887,6.408,0.66,7.36308,0,0
2888,6.408,0.66,7.36308,0,0
2889,6.408,0.66,7.36308,0,0
2890,6.408,0.66,7.36308,0,0
2891,6.408,0.66,7.36308,0,0
2892,6.408,0.66,7.36308,0,0
2893,6.408,0.66,7.36308,0,0
2894,6.408,0.66,7.36308,0,0
2895,6.408,0.66,7.36308,0,0
2896,6.408,0.66,7.36308,0,0
2897,6.408,0.66,7.36308,0,0
2898,6.408,0.66,7.36308,0,0
2899,6.408,0.66,7.36308,0,0
2900,6.408,0.66,7.36308,0,0
2901,6.408,0.66,7.36308,0,0
2902,6.408,0.66,7.36308,0,0
2903,6.408,0.66,7.36308,0,0
2904,6.408,0.66,7.36308,0,0
2905,6.408,0.66,7.36308,0,0
2906,6.408,0.66,7.36308,0,0
2907,6.408,0.66,7.36308,0,0
2908,6.408,0.66,7.36308,0,0
2909,6.408,0.66,7.36308,0,0
2910,6.408,0.66,7.36308,0,0
2911,6.408,0.66,7.36308,0,0
2912,6.408,0.66,7.36308,0,0
2913,6.408,0.66,7.36308,0,0
2914,6.408,0.66,7.36308,0,0
2915,6.408,0.66,7.36308,0,0
2916,6.408,0.66,7.36308,0,0
2917,6.408,0.66,7.36308,0,0
2918,6.408,0.66,7.36308,0,0
2919,6.408,0.66,7.36308,0,0
2920,6.408,0.66,7.36308,0,0
2921,6.408,0.66,7.36308,0,0
2922,6.408,0.66,7.36308,0,0
2923,6.408,0.66,7.36308,0,0
2924,6.408,0.66,7.36308,0,0
2925,6.408,0.66,7.36308,0,0
2926,6.408,0.66,7.36308,0,0
2927,6.408,0.66,7.36308,0,0
2928,6.408,0.66,7.36308,0,0
2929,6.408,0.66,7.36308,0,0
2930,6.408,0.66,7.36308,0,0
2931,6.408,0.66,7.36308,0,0
2932,6.408,0.66,7.36308,0,0
2933,6.408,0.66,7.36308,0,0
2934,6.408,0.66,7.36308,0,0
2935,6.408,0.66,7.36308,0,0
2936,6.408,0.66,7.36308,0,0
2937,6.408,0.66,7.36308,0,0
2938,6.408,0.66,7.36308,0,0
2939,6.408,0.66,7.36308,0,0
2940,6.408,0.66,7.36308,0,0
2941,6.408,0.66,7.36308,0,0
2942,6.408,0.66,7.36308,0,0
2943,6.408,0.66,7.36308,0,0
2944,6.408,0.66,7.36308,0,0
2945,6.408,0.66,7.36308,0,0
2946,6.408,0.66,7.36308,0,0
2947,6.408,0.66,7.36308,0,0
2948,6.408,0.66,7.36308,0,0
2949,6.408,0.66,7.36308,0,0
2950,6.408,0.66,7.36308,0,0
2951,6.408,0.66,7.36308,0,0
2952,6.408,0.66,7.36308,0,0
2953,6.408,0.66,7.36308,0,0
2954,6.408,0.66,7.36308,0,0
2955,6.408,0.66,7.36308,0,0
2956,6.408,0.66,7.36308,0,0
2957,6.408,0.66,7.36308,0,0
2958,6.408,0.66,7.36308,0,0
2959,6.408,0.66,7.36308,0,0
2960,6.408,0.66,7.36308,0,0
2961,6.408,0.66,7.36308,0,0
2962,6.408,0.66,7.36308,0,0
2963,6.408,0.66,7.36308,0,0
2964,6.408,0.66,7.36308,0,0
2965,6.408,0.66,7.36308,0,0
2966,6.408,0.66,7.36308,0,0
2967,6.408,0.66,7.36308,0,0
2968,6.408,0.66,7.36308,0,0
2969,6.408,0.66,7.36308,0,0
2970,6.408,0.66,7.36308,0,0
2971,6.408,0.66,7.36308,0,0
2972,6.408,0.66,7.36308,0,0
2973,6.408,0.66,7.36308,0,0
2974,6.408,0.66,7.36308,0,0
2975,6.408,0.66,7.36308,0,0
2976,6.408,0.66,7.36308,0,0
2977,6.408,0.66,7.36308,0,0
2978,6.408,0.66,7.36308,0,0
2979,6.408,0.66,7.36308,0,0
2980,6.408,0.66,7.36308,0,0
2981,6.408,0.66,7.36308,0,0
2982,6.408,0.66,7.36308,0,0
2983,6.408,0.66,7.36308,0,0
2984,6.408,0.66,7.36308,0,0
2985,6.408,0.66,7.36308,0,0
2986,6.408,0.66,7.36308,0,0
2987,6.408,0.66,7.36308,0,0
2988,6.408,0.66,7.36308,0,0
2989,6.408,0.66,7.36308,0,0
2990,6.408,0.66,7.36308,0,0
2991,6.408,0.66,7.36308,0,0
2992,6.408,0.66,7.36308,0,0
2993,6.408,0.66,7.36308,0,0
2994,6.408,0.66,7.36308,0,0
2995,6.408,0.66,7.36308,0,0
2996,6.408,0.66,7.36308,0,0
2997,6.408,0.66,7.36308,0,0
2998,6.408,0.66,7.36308,0,0
2999,6.408,0.66,7.36308,0,0
3000,6.408,0.66,7.36308,0,0
3001,6.408,0.66,7.36308,0,0
3002,6.408,0.66,7.36308,0,0
3003,6.408,0.66,7.36308,0,0
3004,6.408,0.66,7.36308,0,0
3005,6.408,0.66,7.36308,0,0
3006,6.408,0.66,7.36308,0,0
3007,6.408,0.66,7.36308,0,0
3008,6.408,0.66,7.36308,0,0
3009,6.408,0.66,7.36308,0,0
3010,6.408,0.66,7.36308,0,0
3011,6.408,0.66,7.36308,0,0
3012,6.408,0.66,7.36308,0,0
3013,6.408,0.66,7.36308,0,0
3014,6.408,0.66,7.36308,0,0
3015,6.408,0.66,7.36308,0,0
3016,6.408,0.66,7.36308,0,0
3017,6.408,0.66,7.36308,0,0
3018,6.408,0.66,7.36308,0,0
3019,6.408,0.66,7.36308,0,0
3020,6.408,0.66,7.36308,0,0
3021,6.408,0.66,7.36308,0,0
3022,6.408,0.66,7.36308,0,0
3023,6.408,0.66,7.36308,0,0
3024,6.408,0.66,7.36308,0,0
3025,6.408,0.66,7.36308,0,0
3026,6.408,0.66,7.36308,0,0
3027,6.408,0.66,7.36308,0,0
3028,6.408,0.66,7.36308,0,0
3029,6.408,0.66,7.36308,0,0
3030,6.408,0.66,7.36308,0,0
3031,6.408,0.66,7.36308,0,0
3032,6.408,0.66,7.36308,0,0
3033,6.408,0.66,7.36308,0,0
3034,6.408,0.66,7.36308,0,0
3035,6.408,0.66,7.36308,0,0
3036,6.408,0.66,7.36308,0,0
3037,6.408,0.66,7.36308,0,0
3038,6.408,0.66,7.36308,0,0
3039,6.408,0.66,7.36308,0,0
3040,6.408,0.66,7.36308,0,0
3041,6.408,0.66,7.36308,0,0
3042,6.408,0.66,7.36308,0,0
3043,6.408,0.66,7.36308,0,0
3044,6.408,0.66,7.36308,0,0
3045,6.408,0.66,7.36308,0,0
3046,6.408,0.66,7.36308,0,0
3047,6.408,0.66,7.36308,0,0
3048,6.408,0.66,7.36308,0,0
3049,6.408,0.66,7.36308,0,0
3050,6.408,0.66,7.36308,0,0
3051,6.408,0.66,7.36308,0,0
3052,6.408,0.66,7.36308,0,0
3053,6.408,0.66,7.36308,0,0
3054,6.408,0.66,7.36308,0,0
3055,6.408,0.66,7.36308,0,0
3056,6.408,0.66,7.36308,0,0
3057,6.408,0.66,7.36308,0,0
3058,6.408,0.66,7.36308,0,0
3059,6.408,0.66,7.36308,0,0
3060,6.408,0.66,7.36308,0,0
3061,6.408,0.66,7.36308,0,0
3062,6.408,0.66,7.36308,0,0
3063,6.408,0.66,7.36308,0,0
3064,6.408,0.66,7.36308,0,0
3065,6.408,0.66,7.36308,0,0
3066,6.408,0.66,7.36308,0,0
3067,6.408,0.66,7.36308,0,0
3068,6.408,0.66,7.36308,0,0
3069,6.408,0.66,7.36308,0,0
3070,6.408,0.66,7.36308,0,0
3071,6.408,0.66,7.36308,0,0
3072,6.408,0.66,7.36308,0,0
3073,6.408,0.66,7.36308,0,0
3074,6.408,0.66,7.36308,0,0
3075,6.408,0.66,7.36308,0,0
3076,6.408,0.66,7.36308,0,0
3077,6.408,0.66,7.36308,0,0
3078,6.408,0.66,7.36308,0,0
3079,6.408,0.66,7.36308,0,0
3080,6.408,0.66,7.36308,0,0
3081,6.408,0.66,7.36308,0,0
3082,6.408,0.66,7.36308,0,0
3083,6.408,0.66,7.36308,0,0
3084,6.408,0.66,7.36308,0,0
3085,6.408,0.66,7.36308,0,0
3086,6.408,0.66,7.36308,0,0
3087,6.408,0.66,7.36308,0,0
3088,6.408,0.66,7.36308,0,0
3089,6.408,0.66,7.36308,0,0
3090,6.408,0.66,7.36308,0,0
3091,6.408,0.66,7.36308,0,0
3092,6.408,0.66,7.36308,0,0
3093,6.408,0.66,7.36308,0,0
3094,6.408,0.66,7.36308,0,0
3095,6.408,0.66,7.36308,0,0
3096,6.408,0.66,7.36308,0,0
3097,6.408,0.66,7.36308,0,0
3098,6.408,0.66,7.36308,0,0
3099,6.408,0.66,7.36308,0,0
3100,6.408,0.66,7.36308,0,0
3101,6.408,0.66,7.36308,0,0
3102,6.408,0.66,7.36308,0,0
3103,6.408,0.66,7.36308,0,0
3104,6.408,0.66,7.36308,0,0
3105,6.408,0.66,7.36308,0,0
3106,6.408,0.66,7.36308,0,0
3107,6.408,0.66,7.36308,0,0
3108,6.408,0.66,7.36308,0,0
3109,6.408,0.66,7.36308,0,0
3110,6.408,0.66,7.36308,0,0
3111,6.408,0.66,7.36308,0,0
3112,6.408,0.66,7.36308,0,0
3113,6.408,0.66,7.36308,0,0
3114,6.408,0.66,7.36308,0,0
3115,6.408,0.66,7.36308,0,0
3116,6.408,0.66,7.36308,0,0
3117,6.408,0.66,7.36308,0,0
3118,6.408,0.66,7.36308,0,0
3119,6.408,0.66,7.36308,0,0
3120,6.408,0.66,7.36308,0,0
3121,6.408,0.66,7.36308,0,0
3122,6.408,0.66,7.36308,0,0
3123,6.408,0.66,7.36308,0,0
3124,6.408,0.66,7.36308,0,0
3125,6.408,0.66,7.36308,0,0
3126,6.408,0.66,7.36308,0,0
3127,6.408,0.66,7.36308,0,0
3128,6.408,0.66,7.36308,0,0
3129,6.408,0.66,7.36308,0,0
3130,6.408,0.66,7.36308,0,0
3131,6.408,0.66,7.36308,0,0
3132,6.408,0.66,7.36308,0,0
3133,6.408,0.66,7.36308,0,0
3134,6.408,0.66,7.36308,0,0
3135,6.408,0.66,7.36308,0,0
3136,6.408,0.66,7.36308,0,0
3137,6.408,0.66,7.36308,0,0
3138,6.408,0.66,7.36308,0,0
3139,6.408,0.66,7.36308,0,0
3140,6.408,0.66,7.36308,0,0
3141,6.408,0.66,7.36308,0,0
3142,6.408,0.66,7.36308,0,0
3143,6.408,0.66,7.36308,0,0
3144,6.408,0.66,7.36308,0,0
3145,6.408,0.66,7.36308,0,0
3146,6.408,0.66,7.36308,0,0
3147,6.408,0.66,7.36308,0,0
3148,6.408,0.66,7.36308,0,0
3149,6.408,0.66,7.36308,0,0
3150,6.408,0.66,7.36308,0,0
3151,6.408,0.66,7.36308,0,0
3152,6.408,0.66,7.36308,0,0
3153,6.408,0.66,7.36308,0,0
3154,6.408,0.66,7.36308,0,0
3155,6.408,0.66,7.36308,0,0
3156,6.408,0.66,7.36308,0,0
3157,6.408,0.66,7.36308,0,0
3158,6.408,0.66,7.36308,0,0
3159,6.408,0.66,7.36308,0,0
3160,6.408,0.66,7.36308,0,0
3161,6.408,0.66,7.36308,0,0
3162,6.408,0.66,7.36308,0,0
3163,6.408,0.66,7.36308,0,0
3164,6.408,0.66,7.36308,0,0
3165,6.408,0.66,7.36308,0,0
3166,6.408,0.66,7.36308,0,0
3167,6.408,0.66,7.36308,0,0
3168,6.408,0.66,7.36308,0,0
3169,6.408,0.66,7.36308,0,0
3170,6.408,0.66,7.36308,0,0
3171,6.408,0.66,7.36308,0,0
3172,6.408,0.66,7.36308,0,0
3173,6.408,0.66,7.36308,0,0
3174,6.408,0.66,7.36308,0,0
3175,6.408,0.66,7.36308,0,0
3176,6.408,0.66,7.36308,0,0
3177,6.408,0.66,7.36308,0,0
3178,6.408,0.66,7.36308,0,0
3179,6.408,0.66,7.36308,0,0
3180,6.408,0.66,7.36308,0,0
3181,6.408,0.66,7.36308,0,0
3182,6.408,0.66,7.36308,0,0
3183,6.408,0.66,7.36308,0,0
3184,6.408,0.66,7.36308,0,0
3185,6.408,0.66,7.36308,0,0
3186,6.408,0.66,7.36308,0,0
3187,6.408,0.66,7.36308,0,0
3188,6.408,0.66,7.36308,0,0
3189,6.408,0.66,7.36308,0,0
3190,6.408,0.66,7.36308,0,0
3191,6.408,0.66,7.36308,0,0
3192,6.408,0.66,7.36308,0,0
3193,6.408,0.66,7.36308,0,0
3194,6.408,0.66,7.36308,0,0
3195,6.408,0.66,7.36308,0,0
3196,6.408,0.66,7.36308,0,0
3197,6.408,0.66,7.36308,0,0
3198,6.408,0.66,7.36308,0,0
3199,6.408,0.66,7.36308,0,0
3200,6.408,0.66,7.36308,0,0
3201,6.408,0.66,7.36308,0,0
3202,6.408,0.66,7.36308,0,0
3203,6.408,0.66,7.36308,0,0
3204,6.408,0.66,7.36308,0,0
3205,6.408,0.66,7.36308,0,0
3206,6.408,0.66,7.36308,0,0
3207,6.408,0.66,7.36308,0,0
3208,6.408,0.66,7.36308,0,0
3209,6.408,0.66,7.36308,0,0
3210,6.408,0.66,7.36308,0,0
3211,6.408,0.66,7.36308,0,0
3212,6.408,0.66,7.36308,0,0
3213,6.408,0.66,7.36308,0,0
3214,6.408,0.66,7.36308,0,0
3215,6.408,0.66,7.36308,0,0
3216,6.408,0.66,7.36308,0,0
3217,6.408,0.66,7.36308,0,0
3218,6.408,0.66,7.36308,0,0
3219,6.408,0.66,7.36308,0,0
3220,6.408,0.66,7.36308,0,0
3221,6.408,0.66,7.36308,0,0
3222,6.408,0.66,7.36308,0,0
3223,6.408,0.66,7.36308,0,0
3224,6.408,0.66,7.36308,0,0
3225,6.408,0.66,7.36308,0,0
3226,6.408,0.66,7.36308,0,0
3227,6.408,0.66,7.36308,0,0
3228,6.408,0.66,7.36308,0,0
3229,6.408,0.66,7.36308,0,0
3230,6.408,0.66,7.36308,0,0
3231,6.408,0.66,7.36308,0,0
3232,6.408,0.66,7.36308,0,0
3233,6.408,0.66,7.36308,0,0
3234,6.408,0.66,7.36308,0,0
3235,6.408,0.66,7.36308,0,0
3236,6.408,0.66,7.36308,0,0
3237,6.408,0.66,7.36308,0,0
3238,6.408,0.66,7.36308,0,0
3239,6.408,0.66,7.36308,0,0
3240,6.408,0.66,7.36308,0,0
3241,6.408,0.66,7.36308,0,0
3242,6.408,0.66,7.36308,0,0
3243,6.408,0.66,7.36308,0,0
3244,6.408,0.66,7.36308,0,0
3245,6.408,0.66,7.36308,0,0
3246,6.408,0.66,7.36308,0,0
3247,6.408,0.66,7.36308,0,0
3248,6.408,0.66,7.36308,0,0
3249,6.408,0.66,7.36308,0,0
3250,6.408,0.66,7.36308,0,0
3251,6.408,0.66,7.36308,0,0
3252,6.408,0.66,7.36308,0,0
3253,6.408,0.66,7.36308,0,0
3254,6.408,0.66,7.36308,0,0
3255,6.408,0.66,7.36308,0,0
3256,6.408,0.66,7.36308,0,0
3257,6.408,0.66,7.36308,0,0
3258,6.408,0.66,7.36308,0,0
3259,6.408,0.66,7.36308,0,0
3260,6.408,0.66,7.36308,0,0
3261,6.408,0.66,7.36308,0,0
3262,6.408,0.66,7.36308,0,0
3263,6.408,0.66,7.36308,0,0
3264,6.408,0.66,7.36308,0,0
3265,6.408,0.66,7.36308,0,0
3266,6.408,0.66,7.36308,0,0
3267,6.408,0.66,7.36308,0,0
3268,6.408,0.66,7.36308,0,0
3269,6.408,0.66,7.36308,0,0
3270,6.408,0.66,7.36308,0,0
